2,301,661,120,672,134,0.8904223,0
2,302,181,292,195,309,0.545387,0
2,302,374,370,394,392,0.8935892,0
2,303,672,133,684,147,0.6702441,0
2,308,17,113,29,129,0.6165962,0
2,309,672,133,684,147,0.5376151,0
2,315,460,34,476,56,0.51865333,0
2,318,460,34,476,56,0.84719706,0
2,321,16,112,29,128,0.6877344,0
2,323,16,112,30,129,0.5596382,0
2,326,17,112,30,129,0.6432093,0
2,326,660,122,671,134,0.52415955,0
2,326,367,386,376,396,0.6955642,0
2,334,461,37,475,55,0.65156156,0
2,340,16,113,29,130,0.6563795,0
2,347,15,112,27,127,0.6340635,0
2,351,18,112,30,127,0.58100677,0
2,357,459,34,477,57,0.956167,0
2,359,278,274,290,288,0.62163776,0
2,360,15,112,28,129,0.7706211,0
2,364,374,371,394,393,0.6486484,0
2,366,433,11,444,24,0.50458884,0
2,366,460,34,477,55,0.7765306,0
2,366,375,372,393,392,0.71678585,0
2,367,287,108,297,120,0.56994647,1
2,367,16,112,27,127,0.69522464,0
2,371,181,291,196,309,0.6077064,0
2,372,673,132,684,146,0.50633746,0
2,372,580,286,592,300,0.5260815,0
2,373,17,112,30,129,0.5754059,0
2,382,459,35,476,58,0.7063345,0
2,383,158,265,171,281,0.5972437,0
2,385,375,370,393,391,0.60978115,0
2,393,660,119,671,132,0.52816474,0
2,397,459,34,476,58,0.5932564,0
2,398,672,133,685,148,0.7475768,0
2,398,176,290,191,308,0.7603197,0
2,401,671,132,684,148,0.8279533,0
2,402,280,105,290,117,0.66205764,0
2,402,310,115,322,130,0.636286,1
2,403,277,107,292,125,0.63476104,4
2,403,310,116,324,131,0.5647325,1
2,404,314,117,325,129,0.7718968,1
2,407,316,117,328,130,0.9455573,1
2,408,316,118,328,132,0.76446456,1
2,409,461,33,478,55,0.70171773,0
2,409,320,118,331,130,0.89334166,1
2,410,322,117,335,132,0.9371295,1
2,411,322,118,336,134,0.9758992,1
2,411,367,387,376,398,0.9518772,0
2,412,321,119,334,133,0.9080704,1
2,413,281,109,290,121,0.6899552,4
2,413,322,118,334,133,0.97975975,1
2,414,282,111,294,125,0.6763593,4
2,414,323,118,337,133,0.911071,1
2,416,328,117,341,132,0.7769331,1
2,416,280,119,291,132,0.5435675,4
2,417,327,121,340,137,0.9704506,1
2,418,322,119,336,135,0.8766552,1
2,418,317,359,330,374,0.65464365,0
2,419,281,112,291,123,0.5568813,4
2,419,322,118,335,135,0.99105763,1
2,420,322,122,336,138,0.9785257,1
2,420,614,123,626,138,0.95141166,0
2,421,282,109,291,119,0.7544141,4
2,421,286,111,296,123,0.8859661,4
2,421,325,118,339,135,0.98963225,1
2,422,283,113,292,124,0.74342656,4
2,422,324,118,338,136,0.99116606,1
2,422,289,121,301,135,0.82049406,2
2,423,283,112,292,124,0.84125686,4
2,423,321,121,334,137,0.9647029,1
2,423,294,125,306,141,0.5707239,2
2,424,283,112,293,125,0.91165775,4
2,424,16,113,31,131,0.68631244,0
2,424,318,119,332,135,0.9773646,1
2,425,283,112,291,123,0.62776595,4
2,425,318,119,332,136,0.9853039,1
2,426,286,112,297,127,0.9554146,4
2,426,16,113,29,129,0.64392626,0
2,426,322,120,337,138,0.9875668,1
2,427,288,113,298,125,0.77821654,4
2,427,325,118,340,137,0.99202263,1
2,428,289,115,300,127,0.6141419,4
2,428,326,120,340,139,0.98953116,1
2,429,17,113,30,129,0.5430011,0
2,429,631,116,644,132,0.65691113,0
2,429,323,121,338,139,0.986047,1
2,430,17,112,30,129,0.6483529,0
2,430,325,119,340,137,0.9851832,1
2,431,330,122,346,142,0.94986236,1
2,432,292,116,303,129,0.934821,4
2,432,326,116,337,128,0.63448286,5
2,432,337,121,353,139,0.97957295,1
2,433,299,117,311,132,0.64196825,4
2,433,341,121,357,141,0.9883767,1
2,433,318,122,330,136,0.85071653,3
2,434,312,123,323,136,0.7202255,3
2,434,338,124,355,144,0.9878749,1
2,435,336,122,353,142,0.9849439,1
2,435,309,123,320,136,0.904094,3
2,436,16,113,30,131,0.60567707,0
2,436,337,124,354,143,0.92427653,1
2,437,276,117,284,127,0.7292084,4
2,437,343,124,361,145,0.97861415,1
2,437,314,125,325,138,0.8857843,3
2,438,345,123,363,146,0.99036586,1
2,438,316,123,328,138,0.9452011,3
2,438,279,126,290,139,0.903535,2
2,439,16,113,29,130,0.7240652,0
2,439,281,123,294,138,0.9555045,2
2,439,317,124,328,137,0.9270733,3
2,439,342,129,359,150,0.9912862,1
2,440,351,113,361,125,0.7094252,5
2,440,281,115,291,127,0.8622846,4
2,440,315,124,326,137,0.83452445,3
2,440,338,127,355,147,0.9896543,1
2,440,357,134,368,147,0.5701873,0
2,441,279,115,289,127,0.83540946,4
2,441,314,124,326,138,0.9064393,3
2,441,286,124,297,137,0.66986436,2
2,441,339,127,356,148,0.99019194,1
2,442,16,113,29,128,0.5611879,0
2,442,272,118,282,129,0.87961006,4
2,442,316,125,328,139,0.8365711,3
2,442,286,129,297,142,0.5987119,2
2,442,346,130,364,151,0.9893566,1
2,443,271,115,283,129,0.8599199,4
2,443,317,124,329,138,0.9366373,3
2,443,354,128,372,149,0.9873146,1
2,443,284,132,295,145,0.81673265,2
2,444,344,114,353,125,0.6356704,0
2,444,272,117,282,128,0.8038661,4
2,444,347,118,357,130,0.79384947,5
2,444,316,126,328,141,0.91427875,3
2,444,355,130,375,153,0.9835675,1
2,444,282,130,297,147,0.9090571,2
2,444,332,135,344,149,0.53341246,0
2,444,178,288,195,307,0.84451073,0
2,445,16,112,30,130,0.63884574,0
2,445,274,117,288,135,0.9883901,4
2,445,313,128,325,143,0.9283874,3
2,445,352,130,372,154,0.9829778,1
2,445,288,135,299,148,0.81335324,2
2,446,280,115,291,130,0.95454746,4
2,446,317,130,329,144,0.9510734,3
2,446,291,130,303,144,0.8937693,2
2,446,355,132,372,154,0.9875364,1
2,447,280,117,292,131,0.80708456,4
2,447,352,124,364,139,0.66189104,5
2,447,292,131,304,145,0.9570216,2
2,447,322,132,333,145,0.91089165,3
2,447,363,136,383,160,0.9858598,1
2,448,282,120,293,135,0.96406543,4
2,448,289,127,300,142,0.54498786,0
2,448,326,133,337,147,0.97519696,3
2,448,354,134,368,150,0.69445425,0
2,448,293,138,304,152,0.6524065,2
2,448,376,142,394,162,0.9870892,1
2,449,279,114,290,126,0.5337417,0
2,449,344,115,354,126,0.85592616,5
2,449,280,119,295,136,0.96348774,4
2,449,331,136,341,148,0.898439,3
2,449,356,136,367,149,0.70873517,0
2,450,287,117,298,129,0.8936882,4
2,450,348,119,357,131,0.5342479,5
2,450,286,132,298,147,0.88971096,2
2,450,331,134,342,147,0.8873187,3
2,451,352,118,361,129,0.7857087,5
2,451,296,119,305,130,0.92246217,4
2,451,704,122,719,150,0.66799176,0
2,451,292,125,303,138,0.63803923,0
2,451,288,132,301,147,0.9386714,2
2,451,333,134,344,148,0.94445395,3
2,452,17,113,30,129,0.6194073,0
2,452,347,114,374,144,0.7517216,0
2,452,296,118,309,135,0.9889464,4
2,452,335,130,348,146,0.968376,3
2,452,374,140,396,165,0.9918243,1
2,453,297,117,310,132,0.96587557,4
2,453,346,119,356,130,0.91953623,5
2,453,336,131,348,146,0.9301823,3
2,453,285,134,298,151,0.6011329,2
2,453,357,136,368,149,0.79075295,0
2,453,380,139,403,167,0.9875494,1
2,454,15,112,29,129,0.7019787,0
2,454,371,112,380,123,0.63162404,0
2,454,343,115,354,128,0.92955786,5
2,454,299,120,312,136,0.8846848,4
2,454,333,131,345,146,0.94268036,3
2,454,281,136,294,151,0.9196367,2
2,454,354,139,364,151,0.5046595,0
2,454,386,140,410,167,0.9880993,1
2,455,344,116,355,129,0.9676771,5
2,455,298,117,313,135,0.9867959,4
2,455,334,128,346,143,0.8566737,3
2,455,284,135,298,152,0.8142255,2
2,455,390,145,413,172,0.9870042,1
2,456,302,118,315,135,0.9721593,4
2,456,348,118,361,134,0.9694735,5
2,456,336,134,347,146,0.8724033,3
2,456,289,137,301,151,0.89199334,2
2,456,389,145,413,173,0.9782401,1
2,457,351,117,362,130,0.93845594,5
2,457,304,121,317,137,0.9472114,4
2,457,340,130,354,147,0.9369319,3
2,457,293,132,303,145,0.53364486,2
2,457,391,145,416,174,0.9855613,1
2,458,460,34,476,56,0.950259,0
2,458,305,119,318,136,0.9366256,4
2,458,348,120,362,136,0.92399055,5
2,458,341,133,355,151,0.96331656,3
2,458,290,136,301,151,0.90725887,2
2,458,366,138,375,150,0.65575117,0
2,458,398,151,424,180,0.98986953,1
2,459,343,117,352,127,0.6913829,5
2,459,306,118,319,135,0.9851282,4
2,459,660,120,669,130,0.8882499,0
2,459,338,133,352,150,0.9704592,3
2,459,672,134,681,144,0.5273048,0
2,459,352,135,365,150,0.5493452,0
2,459,291,138,301,150,0.7029584,2
2,459,408,150,434,179,0.99217063,1
2,460,346,119,355,130,0.81769073,5
2,460,307,122,319,137,0.9789625,4
2,460,342,133,354,149,0.9555531,3
2,460,292,135,301,147,0.5341393,0
2,460,296,136,308,149,0.71531075,2
2,460,409,151,436,181,0.9930039,1
